,user,text,polarity
2128,blinachka,@realDonaldTrump No. You they’re going to flip the f out with this tweet of yours! Lol! But there’s absolutely NO r… https://t.co/MR2Pai4ms4,"Sentiment(polarity=0.45, subjectivity=0.8)"
2129,pemberly54,@realDonaldTrump NO!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
2130,salsalvadini,@realDonaldTrump Delay the Election!,"Sentiment(polarity=0.0, subjectivity=0.0)"
2131,JoDunfer,@realDonaldTrump Did Putin tell you to say this?,"Sentiment(polarity=0.0, subjectivity=0.0)"
2132,debby_debra,@realDonaldTrump Would someone please invoke the 25th Amendment!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
2133,JaneyinMadTown,@realDonaldTrump No delay. You’re going down and it can’t be soon enough https://t.co/AzJ5c6GfND,"Sentiment(polarity=-0.07777777777777778, subjectivity=0.3944444444444445)"
2134,Zoar28,"@realDonaldTrump There is no greater embarrassment to the USA than you and your followers, Li'l POTUS.","Sentiment(polarity=-0.25, subjectivity=0.5)"
2135,DonnieGoAway,"@realDonaldTrump WRONG, Donnie THE  Liar, liar, LIAR,Liar, liar, LIAR,Liar, liar, LIAR,Liar, liar, LIAR,Liar, liar,… https://t.co/IoYGwj1Wms","Sentiment(polarity=-0.5, subjectivity=0.9)"
2136,leesawalker,"@realDonaldTrump No sir, you alone are the “Great American Embarrassment”. #BidenForPresident2020… https://t.co/LjWaQZB4pM","Sentiment(polarity=0.4, subjectivity=0.375)"
2137,JustTheFacts68,@realDonaldTrump https://t.co/0au0LNBzDM,"Sentiment(polarity=0.0, subjectivity=0.0)"
2138,lizzybean3712,"@realDonaldTrump oh,and #3 if it's safe enough to open up the schools,it should be safe enough to not have to delay the election","Sentiment(polarity=0.2, subjectivity=0.5)"
2139,Whiskey_RF,@realDonaldTrump It's almost like you don't want to relinquish power and want to suppress voting. Sounds a little t… https://t.co/AEBhp8ZYxb,"Sentiment(polarity=-0.1875, subjectivity=0.5)"
2140,KIMGAMARRAURICK,@realDonaldTrump Trump You are so scared of losing because you know that you will have to face all the crimes you t… https://t.co/FteQBjZh9Y,"Sentiment(polarity=0.0, subjectivity=0.0)"
2141,stable_quotes,@realDonaldTrump sure sounds good... Speaker Pelosi can take over in the interim.  #Pelosi2020,"Sentiment(polarity=0.6, subjectivity=0.7444444444444445)"
2142,JumpRockJ,"@realDonaldTrump Sounds cheap and desperate, like your products.","Sentiment(polarity=-0.09999999999999998, subjectivity=0.85)"
2143,AlexDenzer,@realDonaldTrump This is pretty dumb,"Sentiment(polarity=-0.0625, subjectivity=0.75)"
2144,3WishesPR,@realDonaldTrump Your friend Herman Cain died today from Covid19.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2145,joshjoan89,@realDonaldTrump #HCQW0RKS,"Sentiment(polarity=0.0, subjectivity=0.0)"
2146,onlythe44174939,@realDonaldTrump The 2016 elections were already the most fraudulent.  Now @realdonaldtrump is still trying to surpass 2020 ..,"Sentiment(polarity=0.5, subjectivity=0.5)"
2147,MiliaBell,@realDonaldTrump You are a great embarrassment to the USA. Maybe the greatest in history. Greater than anything any… https://t.co/5CY8t2udy7,"Sentiment(polarity=0.7666666666666666, subjectivity=0.75)"
2148,theericmaynard,@realDonaldTrump We laugh now but I can see this entire situation getting REALLY ugly. All because trumps cult are complete psychos,"Sentiment(polarity=-0.07499999999999998, subjectivity=0.53125)"
2149,FrancelGoude,@realDonaldTrump I have a feeling there’s many liberals trying to find ways to cheat! SOP for them....,"Sentiment(polarity=0.625, subjectivity=0.5)"
2150,thebigOh,@realDonaldTrump Will that happen before or after you announce the cure for childhood cancer and AIDS which you als… https://t.co/7daCD5aHIe,"Sentiment(polarity=0.0, subjectivity=0.0)"
2151,shurisfunny2,@realDonaldTrump MORE DONORRHEA LIAR YOU DIDN’T do anything to lower drug prices! Your imaginary price drop in phar… https://t.co/401mcwtvsV,"Sentiment(polarity=0.625, subjectivity=0.5)"
2152,ManojGST1105,@realDonaldTrump Big Drug companies behaving like enemies of country in the time of crisis they should be human bei… https://t.co/q3tNcv76o9,"Sentiment(polarity=0.0, subjectivity=0.1)"
2153,mayzeesMom,@realDonaldTrump My monthly medicine bill went up $500. No one believes anything you say,"Sentiment(polarity=0.0, subjectivity=0.0)"
2154,n0tac0n,@realDonaldTrump We've been watching a fake ad for nearly four years.  So glad it will finally be over on November… https://t.co/xMi5ekVcbz,"Sentiment(polarity=0.024999999999999994, subjectivity=0.85)"
2155,MogTx,@realDonaldTrump Since you were planning on ignoring the bill that Pelosi passed in the House to lower drug prices… https://t.co/7xyNRAAEt6,"Sentiment(polarity=0.0, subjectivity=0.0)"
2156,KristinD1023,@realDonaldTrump Why do you say Big Pharma and then put in parentheses  (Drug Companies)? Is it because you think p… https://t.co/Z53tooN3tZ,"Sentiment(polarity=0.0, subjectivity=0.1)"
2157,joeysmichael,@realDonaldTrump Thx U President Trump @realDonaldTrump #MAGA 🇺🇸💯 https://t.co/OLoFUrRaC6,"Sentiment(polarity=0.0, subjectivity=0.0)"
2158,double__eh,@realDonaldTrump Sure... still waiting for that new health care plan you promised to be signed by tomorrow.,"Sentiment(polarity=0.3181818181818182, subjectivity=0.6717171717171717)"
2159,Dik_Tat0r,@realDonaldTrump #HomicidePotus https://t.co/qyUEDCbZ4M,"Sentiment(polarity=0.0, subjectivity=0.0)"
2160,apma2019,@realDonaldTrump Lies lies . The economy is collapsing in your watch. Back in 1930 It was a -8 %. Today on your wat… https://t.co/Jx3lfFMrI9,"Sentiment(polarity=0.0, subjectivity=0.0)"
2161,LizNBntown,@realDonaldTrump Same LIE. Different day. https://t.co/X11c9JmTxc,"Sentiment(polarity=0.0, subjectivity=0.3625)"
2162,OrlandoNatalya,@realDonaldTrump Trump is the best president,"Sentiment(polarity=1.0, subjectivity=0.3)"
2163,KarenMc45141424,"@realDonaldTrump I only see an election ploy here.  You could have implemented this years ago, but now you want to… https://t.co/hkB8vJS2Hr","Sentiment(polarity=0.0, subjectivity=1.0)"
2164,cynjog,@realDonaldTrump That’s funny. When I watch a fake ad I always think Donald Trump.,"Sentiment(polarity=-0.125, subjectivity=1.0)"
2165,Spitfire_1956,@realDonaldTrump You are a dummy.  what do you know about the pharma industry.  Nada nothing zero.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2166,IunetaeiI,@realDonaldTrump https://t.co/OBOeuoOOzX,"Sentiment(polarity=0.0, subjectivity=0.0)"
2167,rupeward,@realDonaldTrump SHOW YOUR TAXES #ShowYourTaxes,"Sentiment(polarity=0.0, subjectivity=0.0)"
2168,cahrensyoung,@realDonaldTrump @WhiteHouse   Would someone PLEASE bring in an appropriately masked Civics teacher to the Oval Off… https://t.co/tgJZzzio8h,"Sentiment(polarity=0.5, subjectivity=0.5)"
2169,dleedga,"@realDonaldTrump President Trump, will you stop this tweeting! You are making it very hard for all of your loyal fo… https://t.co/KX6eixFi2L","Sentiment(polarity=-0.022916666666666696, subjectivity=0.76875)"
2170,jdice03,@realDonaldTrump Trump wants to be Putin so badly,"Sentiment(polarity=-0.24999999999999992, subjectivity=0.3833333333333333)"
2171,RiterTawker,@realDonaldTrump Puuuuuuuuuuuuuusssssssssssy.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2172,beardbride,@realDonaldTrump Absolutely not...this makes you look desperate which your supporters know you're not. If we can go… https://t.co/zfiGMIcQTB,"Sentiment(polarity=-0.19999999999999998, subjectivity=0.95)"
2173,nobullmitt,@realDonaldTrump 20th Amendment. Your term ends 1/20/21. 3 USC 12. Electoral votes be submitted by 12/20/20. Even B… https://t.co/Mu6g0dLgHy,"Sentiment(polarity=0.0, subjectivity=0.0)"
2174,Jessica80258709,@realDonaldTrump SHUT THE FUCK UP YOU CRYING FUCKING BABY! JUST TAKE THE LOSS AND MOVE THE FUCK ON YOU FUCKIN MAN C… https://t.co/uVqVftjai1,"Sentiment(polarity=-0.4375, subjectivity=0.65)"
2175,FLHSR,"@realDonaldTrump That has to be the most stupid thing I’ve ever read. So stupid, I had to reactivate my Twitter to… https://t.co/zR1a9enbts","Sentiment(polarity=-0.36666666666666664, subjectivity=0.8333333333333334)"
2176,alohaboydean,@realDonaldTrump NO! #PutinsPuppet,"Sentiment(polarity=0.0, subjectivity=0.0)"
2177,edandavey,@realDonaldTrump More of an embarrassment than you? Not even CLOSE!,"Sentiment(polarity=0.625, subjectivity=0.5)"
2178,wjsmitty2,@realDonaldTrump Maybe you should ask daddy to give you more money to help bail you out of this one too,"Sentiment(polarity=0.5, subjectivity=0.5)"
2179,Flashdanser,@realDonaldTrump HELL NO! The ONLY change to the election we’ll agree to is to move it UP to August 1st so we can c… https://t.co/99euQdy7pT,"Sentiment(polarity=0.0, subjectivity=1.0)"
2180,tonycline,"@realDonaldTrump Honestly, we should move it up. With colder weather in November, there’s a higher chance COVID-19… https://t.co/AociEWAgpe","Sentiment(polarity=0.425, subjectivity=0.7)"
2181,JoshFrancouer,@realDonaldTrump TRUMP2020🇺🇸,"Sentiment(polarity=0.0, subjectivity=0.0)"
2182,debmc60,@realDonaldTrump The great embarrassment to the USA is having you represent us on the world stage.  #TrumpIsALaughingStock,"Sentiment(polarity=0.8, subjectivity=0.75)"
2183,jasonrector,"@realDonaldTrump Nope. This is crazy, even from you.","Sentiment(polarity=-0.6, subjectivity=0.9)"
2184,TediZimmermann,@realDonaldTrump You are lying as usual but when did you ever let facts stand in the way of your lies when you want… https://t.co/ocgamYQGme,"Sentiment(polarity=-0.25, subjectivity=0.25)"
2185,EmichoF,@realDonaldTrump This is another distraction. How’s our economy doing?,"Sentiment(polarity=0.0, subjectivity=0.0)"
2186,JPDonoghu,@realDonaldTrump Oh...and you have no authority whatsoever ever to delay the election.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2187,drink_guzzolene,"@realDonaldTrump Your ego really can't handle that you're not god, or even good, and the American people can easily see it. What a tool.","Sentiment(polarity=0.3333333333333333, subjectivity=0.4083333333333333)"
2188,_Minimack_,@realDonaldTrump Lol. I thought this was a joke when I saw it in my news feed. I cannot believe he actually said th… https://t.co/KFQOHKRJZW,"Sentiment(polarity=0.4, subjectivity=0.39999999999999997)"
2189,No1RealWolfy,@realDonaldTrump MAIL-IN VOTING AND ABSENTEE VOTING ARE EXACTLY THE SAME THING!!,"Sentiment(polarity=0.125, subjectivity=0.1875)"
2190,susienewmac,"@realDonaldTrump You said it's safe to work and go to school. Can NOT have it both ways.  haaaaaa  Oh we're voting,… https://t.co/XGVV7UbUOH","Sentiment(polarity=0.5, subjectivity=0.5)"
2191,GlennGaller2,@realDonaldTrump You are losing. Get over it.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2192,Catb19661,@realDonaldTrump Take the hint your orange mutt. Get out! https://t.co/eQMIoVGvEg,"Sentiment(polarity=0.0, subjectivity=0.0)"
2193,kennethholland7,@realDonaldTrump Hell no. Your ass has to go Nov 3rd. Not postponing nothing. You yourself said we have to just get… https://t.co/HshuOtLD9i,"Sentiment(polarity=0.0, subjectivity=0.0)"
2194,WatchMyReview,@realDonaldTrump Setting the stage for a big excuse.  You are done and have no one to  blame but yourself,"Sentiment(polarity=-0.025, subjectivity=0.07500000000000001)"
2195,BKriddick,@realDonaldTrump Absentee Voting IS Mail In Voting! Remember when you stopped the idea of the Democratic Party dela… https://t.co/j6aFgGqMvZ,"Sentiment(polarity=0.0, subjectivity=0.0)"
2196,Molly_Reg,"@realDonaldTrump Your racism lost the black vote, your stupidity loss most of the educated white vote, and now with… https://t.co/ZAnjqGNGER","Sentiment(polarity=-0.06666666666666665, subjectivity=0.48333333333333334)"
2197,terrytheloon,@realDonaldTrump https://t.co/h2HF4wUrdq,"Sentiment(polarity=0.0, subjectivity=0.0)"
2198,xJanocah,@realDonaldTrump if people can “protest” then people can vote. PERIOD. that’s where your voice will really be heard anyway,"Sentiment(polarity=0.2, subjectivity=0.2)"
2199,NeilMcBrine,@realDonaldTrump Best President Ever!!!!!!!! Playing with the Liberals all the way to the polls!!!! ❄️ 😭,"Sentiment(polarity=1.0, subjectivity=0.3)"
2200,Ltoie1,@realDonaldTrump NEVER !!!! You will be VOTED out ! We are going to the polls DO or DIE we will cast our VOTE !!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
2201,C_Askenberg,@realDonaldTrump The looser is showing his face. Jail in 2021?,"Sentiment(polarity=-0.1, subjectivity=0.0)"
2202,nogoslomo,@realDonaldTrump HARD PASS!!   You're hands down the worst person alive.,"Sentiment(polarity=-0.3778211805555556, subjectivity=0.5576388888888889)"
2203,Ceilo123,"@realDonaldTrump Sure, I'll take President Pelosi. #TimeToGoBitch","Sentiment(polarity=0.5, subjectivity=0.8888888888888888)"
2204,Skinny1Da,@realDonaldTrump https://t.co/djg6lMLdzu,"Sentiment(polarity=0.0, subjectivity=0.0)"
2205,MI_LA75,@realDonaldTrump They delayed our primary in Louisiana!! Surely they can delay the National!! Let’s wait another 4 years!,"Sentiment(polarity=0.80078125, subjectivity=0.6944444444444444)"
2206,alfwats09,@realDonaldTrump if it’s safe to protest it’s safe to vote,"Sentiment(polarity=0.5, subjectivity=0.5)"
2207,Ssimms777,"@realDonaldTrump Distraction. Remember GDP, Russian paying Taliban to kill US soldiers in Afghanistan, #Epstein papers coming out today.","Sentiment(polarity=0.0, subjectivity=0.0)"
2208,TarynStanford,"@realDonaldTrump YOU CANNOT DELAY THE ELECTION, YOU HAVE NO POWER TO DO SO.  Face your fate on the 3rd of November.  #ByeBitch","Sentiment(polarity=0.0, subjectivity=0.0)"
2209,marrick43215,@realDonaldTrump The president wants to distract you from:  https://t.co/PfbzNuokYh,"Sentiment(polarity=0.2, subjectivity=0.1)"
2210,AmandaPichurko,@realDonaldTrump 😂😂😂 and you know this because you’re already colluding with Russia to make it so huh?,"Sentiment(polarity=0.0, subjectivity=0.0)"
2211,jeffman53,@realDonaldTrump This sounds like treason. Deliberately create a situation that makes voting dangerous and then sug… https://t.co/zOwTS1EDhb,"Sentiment(polarity=-0.6, subjectivity=0.9)"
2212,Liebchen59,@realDonaldTrump Mail in voting and absentee ballots ARE THE SAME THING.,"Sentiment(polarity=0.0, subjectivity=0.125)"
2213,Lou74inKC,@realDonaldTrump Reported,"Sentiment(polarity=0.0, subjectivity=0.0)"
2214,BobFoolery,@realDonaldTrump We are deep into the American period of Great Embarrassment.,"Sentiment(polarity=0.26666666666666666, subjectivity=0.3833333333333333)"
2215,soultattoo66,@realDonaldTrump 撒比特朗普,"Sentiment(polarity=0.0, subjectivity=0.0)"
2216,JeanineManda,@realDonaldTrump No more embarrassing than you as president! Already feeling the defeat?,"Sentiment(polarity=-0.3125, subjectivity=0.5)"
2217,wood89560631,"@realDonaldTrump It’s desperation day for trump. Cain dies after trumps death rally, markets tank, 150k dead. Might… https://t.co/L58FfJrECF","Sentiment(polarity=-0.2, subjectivity=0.4)"
2218,originaldrcos,"@realDonaldTrump It couldn't possibly be a greater embarassment than you, Donnie. Get back in the kitchen and make… https://t.co/SGzQWDs6Pu","Sentiment(polarity=0.25, subjectivity=0.25)"
2219,wh_dunbar,"@realDonaldTrump This is called ""setting the conditions"".","Sentiment(polarity=0.0, subjectivity=0.0)"
2220,JessieAskinazi,"@realDonaldTrump Can you delay rent, mortgage, and reopening schools until we are secure and safe instead?","Sentiment(polarity=0.45, subjectivity=0.55)"
2221,Cindyfivestar,@realDonaldTrump There is nothing unsafe to go vote in person.  These democrats will try anything to TRY and scam this election.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2222,s_tagni,@realDonaldTrump the question is who is the real embarrassment now for USA,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)"
2223,damm_dirty_ape,@realDonaldTrump RESIGN,"Sentiment(polarity=0.0, subjectivity=0.0)"
2224,n2ljd,@realDonaldTrump NO you dictator-wannabe. Absentee voting is overwhelmingly by mail. Maybe @IvankaTrump could give you a mini-civics lesson?,"Sentiment(polarity=0.5, subjectivity=1.0)"
2225,gatormama1967,@realDonaldTrump Can’t have it both ways skippy. Delay the election but open schools and get back to work?,"Sentiment(polarity=0.0, subjectivity=0.25)"
2226,tyrone1091,@realDonaldTrump The liberal's  are  not happy,"Sentiment(polarity=-0.4, subjectivity=1.0)"
2227,4ftns,@realDonaldTrump But send the kids back to school.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2228,FrankatUSA,@realDonaldTrump GOP has blocked every election security bill related to foreign influence since 2017 (fact). Ur co… https://t.co/cqh8SmF7Sr,"Sentiment(polarity=-0.0625, subjectivity=0.2625)"
2229,KyleNudo,@realDonaldTrump Well well... Cheato Mussolini says something outrageous...   [looks at news]   This certainly must… https://t.co/7EWMoOpD7P,"Sentiment(polarity=-0.39285714285714285, subjectivity=0.7857142857142857)"
2230,kkrottoesco,@realDonaldTrump You scare,"Sentiment(polarity=0.0, subjectivity=0.0)"
2231,trillaG9,@realDonaldTrump Dick-tator!!!  Illegitimate president,"Sentiment(polarity=0.0, subjectivity=0.0)"
2232,Twister23453594,"@realDonaldTrump If you want to change the date, move it to an earlier date, sa September 1 or a date in August??","Sentiment(polarity=0.0, subjectivity=0.5)"
2233,OmarTheWet,"@realDonaldTrump It’s safe to open schools, but not safe enough to vote? C’mon Donny, we see you...","Sentiment(polarity=0.0625, subjectivity=0.5)"
2234,GymSherry,@realDonaldTrump RESIGN!!!!! RESIGN!!!!! RESIGN!!!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
2235,psist1,@realDonaldTrump https://t.co/kmwtbGxHks,"Sentiment(polarity=0.0, subjectivity=0.0)"
2236,staticsocks,"@realDonaldTrump You’re so scared, go back to your bunker.    See ya in 30 years or so.","Sentiment(polarity=0.0, subjectivity=0.0)"
2237,rkautilya,@realDonaldTrump S,"Sentiment(polarity=0.0, subjectivity=0.0)"
2238,SherlockTanya,@realDonaldTrump Criminal,"Sentiment(polarity=-0.4, subjectivity=0.55)"
2239,Erictrum,"@realDonaldTrump Average US coronavirus deaths:  Right now: 1,048 deaths per day 5 days ago: 880 deaths per day 10… https://t.co/Q4fK3sDBJN","Sentiment(polarity=0.06785714285714285, subjectivity=0.46785714285714286)"
2240,carolebaskin91,@realDonaldTrump I knew he’d do this,"Sentiment(polarity=0.0, subjectivity=0.0)"
2241,LoraineDarbysh1,"@realDonaldTrump You, sir, are an embarrassment. We're in a mess in the UK, but we look to the US to remind ourselv… https://t.co/hKy19SU2G2","Sentiment(polarity=-0.175, subjectivity=0.175)"
2242,glenegrant,@realDonaldTrump You've gotta be kidding the people of the USA deserve the right to have you removed as soon as leg… https://t.co/qx94ukYwV2,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)"
2243,Ibacktheblu,"@realDonaldTrump TRUMP LANDSLIDE 2020!! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 IF THE DEMONCRATS CHEAT, MAY GOD HAVE MERCY ON THEIR SOUL.","Sentiment(polarity=0.0, subjectivity=0.0)"
2244,rhamby8181,"@realDonaldTrump I’m starting to hope that you try to refuse to leave the White House, just to see you dragged out… https://t.co/oEBLLdNI0y","Sentiment(polarity=0.0, subjectivity=0.05)"
2245,kingfish27,@realDonaldTrump Even more so than 2016??? Because we all knkw that was rigged,"Sentiment(polarity=0.5, subjectivity=0.5)"
2246,PMahomdesi,"@realDonaldTrump If i can order things, pay bills and deposit a check, and PAY MY FUCKING TAXES electronically then… https://t.co/Bzc94Dl1vT","Sentiment(polarity=-0.6, subjectivity=0.8)"
2247,delaruefrederic,"@realDonaldTrump Or you could DECLAS EVERYTHING and TELL THE UGLY TRUTH to ALL Americans about Hollywood, Politicia… https://t.co/up3GrlGxTx","Sentiment(polarity=-0.7, subjectivity=1.0)"
2248,RiledUpRedhead,@realDonaldTrump There is no difference between absentee voting and mail in voting. It works the same way. I realiz… https://t.co/wMoxoCwWhh,"Sentiment(polarity=0.0, subjectivity=0.125)"
2249,kryanjames,@realDonaldTrump Hard pass from me. #arpx,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)"
2250,rondon02us,@realDonaldTrump I already voted in the primaries. I cannot wait until I DO NOT vote for you or any other @GOP memb… https://t.co/i4AnSMVWT1,"Sentiment(polarity=-0.125, subjectivity=0.375)"
2251,DFluviale,@realDonaldTrump YES!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
2252,JoelMuteba,"@realDonaldTrump ""Le président de la République reste en fonction jusqu'à l'installation...""","Sentiment(polarity=0.0, subjectivity=0.0)"
2253,pantomath__,@realDonaldTrump https://t.co/dHmL4D9u0f,"Sentiment(polarity=0.0, subjectivity=0.0)"
2254,JollyJacob,"@realDonaldTrump Mr. President, please don’t even muse about postponing the election. You are giving fodder to your enemies.","Sentiment(polarity=0.0, subjectivity=0.0)"
2255,crazycorgies,@realDonaldTrump What exactly is the difference between mail-in voting and absentee voting?,"Sentiment(polarity=0.25, subjectivity=0.25)"
2256,lorihuff68,"@realDonaldTrump Honey, the fraud is the person looking back at you in the mirror. Face it, you will be embarrassed… https://t.co/AP1Gcag04p","Sentiment(polarity=0.0, subjectivity=0.0)"
2257,CRadicone1,@realDonaldTrump Hmmmmm his reponse to COVID is so clear now...he is actively trying to destroy America...he wants… https://t.co/dgriW7UBp9,"Sentiment(polarity=-0.07777777777777778, subjectivity=0.3277777777777778)"
2258,GeorgeAchens,"@realDonaldTrump So if I understand you right, it's safe to send kids and school works back to school for 8 hours a… https://t.co/PbTBUb1Q4R","Sentiment(polarity=0.2619047619047619, subjectivity=0.3452380952380952)"
2259,yougotabkiding,"@realDonaldTrump Bless your heart you’re going to LOSE BIG TIME. Vote by mail to drain the swamp, of the snail you are!","Sentiment(polarity=0.0, subjectivity=0.1)"
2260,falconshoof,"@realDonaldTrump ...and schools should reopen? Oh, but just public schools, right? Quit thinking out loud. Dumb goof.","Sentiment(polarity=0.002678571428571419, subjectivity=0.47559523809523807)"
2261,HSuburbs,"@realDonaldTrump The great embarrassment to the USA, is you. Nothing brings great embarrassment to the USA, more th… https://t.co/88isgvOOrJ","Sentiment(polarity=0.7000000000000001, subjectivity=0.6666666666666666)"
2262,scottcmonty,"@realDonaldTrump If protesting/ rioting is reason enough to ignore Wuhan Virus protocols, wouldn’t a national elect… https://t.co/NgmGCnnddR","Sentiment(polarity=0.0, subjectivity=0.5)"
2263,srunner13,@realDonaldTrump This is Donny Say it 2Times in meltdown! @ProjectLincoln keep up the good work! https://t.co/DuQxtiiGpI,"Sentiment(polarity=0.875, subjectivity=0.6000000000000001)"
2264,BlackTrumpMan,"@realDonaldTrump The left. ""We must lockdown to save lives even if it means destroying the economy. We must do mail… https://t.co/7gf9jMAV2H","Sentiment(polarity=-0.1, subjectivity=0.0)"
2265,zaclark0,@realDonaldTrump Trump is shaking in his boots hahah.. hilarious,"Sentiment(polarity=0.5, subjectivity=1.0)"
2266,thatonenurse15,@realDonaldTrump I love that when it’s the economy it’s OPEN OPEN OPEN! But the election it’s CLOSE CLOSE CLOSE! Th… https://t.co/8Ifw0l1fbL,"Sentiment(polarity=0.125, subjectivity=0.525)"
2267,GobChild,@realDonaldTrump Just try it bunker bitch,"Sentiment(polarity=0.0, subjectivity=0.0)"
2268,Skrillacat1,@realDonaldTrump https://t.co/1Wg5DJAuG4,"Sentiment(polarity=0.0, subjectivity=0.0)"
2269,BlenheimShots,"@realDonaldTrump ""...a great embarrassment to the USA.""   He actually typed that. The man does irony, unintentionally or otherwise.","Sentiment(polarity=0.4, subjectivity=0.425)"
2270,Biosteelman,@realDonaldTrump Funny thing states control the electoral college and election methodology not the Federal Governme… https://t.co/f753vwvsvz,"Sentiment(polarity=0.25, subjectivity=1.0)"
2271,AngryLibSnowfl1,@realDonaldTrump https://t.co/waailnDYDE,"Sentiment(polarity=0.0, subjectivity=0.0)"
2272,chimmie_jams,"@realDonaldTrump Mr. President, the Army votes by mail. During the Civil War the people voted. And mos importantly.… https://t.co/jJhCqa0YTs","Sentiment(polarity=0.0, subjectivity=0.0)"
2273,ilvrumours,@realDonaldTrump Are you out of your danm mind!!!! Americans will vote November 3rd,"Sentiment(polarity=0.0, subjectivity=0.0)"
2274,CathyGrisham,"@realDonaldTrump Step carefully, old man. That's a bridge too far.","Sentiment(polarity=0.1, subjectivity=0.6)"
2275,manicmondayman,@realDonaldTrump Just send those federal agents to get collect those ballots for you #GTFOH https://t.co/uuJinCLssv,"Sentiment(polarity=0.0, subjectivity=0.0)"
2276,lavvphotography,"@realDonaldTrump Will US citizens from all walks of life, gender, color and political affiliation let a dangerously… https://t.co/nkchnWFL69","Sentiment(polarity=0.0, subjectivity=0.1)"
2277,Mithranbeer,@realDonaldTrump Holy cow. Trump got the exact reaction he was hoping for with this tweet. Entire thread of REEEs a… https://t.co/Ext5w8ByGz,"Sentiment(polarity=0.03888888888888889, subjectivity=0.34722222222222215)"
2278,nuts_edge,"@realDonaldTrump No matter what obstacles you out in front of us, we will prevail in firing you in November.","Sentiment(polarity=-0.05, subjectivity=0.0)"
2279,Michell62250437,"@realDonaldTrump If people can go to Walmart and the grocery stores,  You can go vote in person!! I will NOT vote b… https://t.co/sAYkA7Fipq","Sentiment(polarity=0.0, subjectivity=0.0)"
2280,Kev32889130,"@realDonaldTrump Democrats will register men ,women,kids ,pets ,illegals and felons to try and steal this election.… https://t.co/h48L96WSuD","Sentiment(polarity=0.0, subjectivity=0.0)"
2281,epiphanyfont,"@realDonaldTrump That would be illegal. These are things maybe you should know if you're the president, just saying.","Sentiment(polarity=-0.5, subjectivity=0.5)"
2282,unionhallgener1,@realDonaldTrump He is going to burn it all down!!!!#TrumpThreatensAmerica #TrumpIsNotWell #TrumpIsATraitor… https://t.co/CJEoky9H7l,"Sentiment(polarity=0.0, subjectivity=0.0)"
2283,rip4e1,@realDonaldTrump do it for the kids.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2284,LilithKnight3,@realDonaldTrump Suspend the election and take four more years...declare martial law and go off the chain- the poli… https://t.co/WhqxAX2G8D,"Sentiment(polarity=0.25, subjectivity=0.25)"
2285,goldY__loXX,@realDonaldTrump 🤡🤡,"Sentiment(polarity=0.0, subjectivity=0.0)"
2286,DavidGator66,"@realDonaldTrump Just hold the voting at Lowes, Home Depots and Walmarts since the flu virus, sorry the new killer… https://t.co/EylwmBcpFj","Sentiment(polarity=-0.18181818181818182, subjectivity=0.7272727272727273)"
2287,Melissa52727895,@realDonaldTrump With you,"Sentiment(polarity=0.0, subjectivity=0.0)"
2288,facts_suck,@realDonaldTrump I was curious who’s job in the government it is to wipe the constant shit spewing from your mouth?… https://t.co/5hP2Fv3tKA,"Sentiment(polarity=-0.10000000000000002, subjectivity=0.7111111111111111)"
2289,randallaustx,"@realDonaldTrump So let me get this right... It's unsafe to vote, but it's safe to send kids to school. Vote by mai… https://t.co/uZC3i7txky","Sentiment(polarity=0.39285714285714285, subjectivity=0.5178571428571428)"
2290,HopeGirl2017XO,@realDonaldTrump Dumbass trump needs to get the picture book version of the Consitution and have Hopey read it out… https://t.co/8kwBDiKJpL,"Sentiment(polarity=0.0, subjectivity=0.0)"
2291,RockabyeAnnie,@realDonaldTrump #DictatorTrump,"Sentiment(polarity=0.0, subjectivity=0.0)"
2292,pantomath__,@realDonaldTrump https://t.co/AwFFNySNRt,"Sentiment(polarity=0.0, subjectivity=0.0)"
2293,StarlaMuraz,@realDonaldTrump Nice to know that our President believes life in America will still be a horror in November. Guess… https://t.co/pmwANtmvk8,"Sentiment(polarity=0.6, subjectivity=1.0)"
2294,RobinFosdyck,@realDonaldTrump Nothing could be worse than you. Just resign now and save yourself the embarrassing actnof being d… https://t.co/ym7lVxloTX,"Sentiment(polarity=-0.4, subjectivity=0.6)"
