,user,text,polarity
1914,PatriotDave5,@JoeBiden @BarackObama Why @BarackObama that turd isn’t running!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1915,repaupo,@JoeBiden @BarackObama #whereshunterworkingnow,"Sentiment(polarity=0.0, subjectivity=0.0)"
1916,GunBoss11,"@JoeBiden @BarackObama So this Socialist ""teacher"" spreads political propaganda to 8th graders?! And still has a jo… https://t.co/lEvDLWWUxB","Sentiment(polarity=-0.0625, subjectivity=0.1)"
1917,Emmysoo87,"@JoeBiden @BarackObama FYI y’all, it’s not Barak’s third term. And he’s obviously not super pumped to prop this thing up.","Sentiment(polarity=-0.08333333333333333, subjectivity=0.3333333333333333)"
1918,kodefense1,@JoeBiden @BarackObama https://t.co/rjTX7TuZcJ,"Sentiment(polarity=0.0, subjectivity=0.0)"
1919,kodefense1,@JoeBiden @BarackObama https://t.co/i5anD0T5wv,"Sentiment(polarity=0.0, subjectivity=0.0)"
1920,NathanWRobinson,@JoeBiden @BarackObama You just called her for political op. We all know that you don’t give a damn about these people.,"Sentiment(polarity=0.0, subjectivity=0.1)"
1921,kodefense1,@JoeBiden @BarackObama https://t.co/7lQTNx2xZs,"Sentiment(polarity=0.0, subjectivity=0.0)"
1922,julycrab712,@JoeBiden @sazzygram3 @BarackObama Biden 2020!!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1923,sterlingdance1,@JoeBiden @BarackObama Thank you for taking your time to hear from ordinary hard working people. Our children are m… https://t.co/TBPmaSIqqB,"Sentiment(polarity=-0.27083333333333337, subjectivity=0.5208333333333333)"
1924,kimmyperl,@JoeBiden @BarackObama Presidential!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1925,guobaobao8,@JoeBiden @BarackObama You are both completely loosers!,"Sentiment(polarity=0.125, subjectivity=0.4)"
1926,CDB22230600,@JoeBiden @BarackObama You haven't worked a day in your life he out of here !,"Sentiment(polarity=0.0, subjectivity=0.0)"
1927,BitDave6,@JoeBiden @BarackObama Is Obama running again?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1928,gardenlover30,@JoeBiden @BarackObama That’s awesome!,"Sentiment(polarity=1.0, subjectivity=1.0)"
1929,guobaobao8,@JoeBiden @BarackObama Two looser,"Sentiment(polarity=0.0, subjectivity=0.0)"
1930,svankuilenburg,@JoeBiden @BarackObama Not https://t.co/B8Jc91PT3t,"Sentiment(polarity=0.0, subjectivity=0.0)"
1931,LawrencePascas2,"@JoeBiden @BarackObama Open schools when the pandemic started, but opening schools when the pandemic at it's peak?!… https://t.co/xITGr9cKAq","Sentiment(polarity=0.0, subjectivity=0.5)"
1932,covfefeLane,@JoeBiden @BarackObama https://t.co/EaO9zFLHfY,"Sentiment(polarity=0.0, subjectivity=0.0)"
1933,fitswimmer09,@JoeBiden @BarackObama I have missed decency and humanity so much in the last 4 years that seeing it literally makes me tear up.,"Sentiment(polarity=0.1, subjectivity=0.13333333333333333)"
1934,covfefeLane,@JoeBiden @BarackObama https://t.co/zeIKRHWvy0,"Sentiment(polarity=0.0, subjectivity=0.0)"
1935,CieloBasso,@JoeBiden @BarackObama Arguing that all #schools should be open is arguing that you want many #teachers to get sick… https://t.co/eUNCKa9ppe,"Sentiment(polarity=0.25, subjectivity=0.5)"
1936,Snarkolicious,"@JoeBiden @BarackObama Ok, that did it. I'm, yet again, a blubbering mess. I miss competence and empathy. I miss se… https://t.co/1VDShhaL71","Sentiment(polarity=0.1625, subjectivity=0.3375)"
1937,Bob15798263,@JoeBiden @BarackObama You dragged Obama out of the wings because no one likes you on your own,"Sentiment(polarity=0.6, subjectivity=1.0)"
1938,clueless1deux,@JoeBiden @BarackObama Did you guys talk about teaching Tara Reade a thing or two down in that hallway of the Capitol Complex.?,"Sentiment(polarity=-0.22777777777777777, subjectivity=0.34444444444444444)"
1939,jansansone,@JoeBiden @BarackObama It’s a good thing you let him do the talking,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
1940,mickelsonjerome,@JoeBiden @BarackObama https://t.co/NnQvKHEh0f,"Sentiment(polarity=0.0, subjectivity=0.0)"
1941,mickelsonjerome,@JoeBiden @BarackObama https://t.co/A3yRhHyVhb,"Sentiment(polarity=0.0, subjectivity=0.0)"
1942,fakeconsultant,@JoeBiden @BarackObama https://t.co/3LBn3UJCwI,"Sentiment(polarity=0.0, subjectivity=0.0)"
1943,mothergooz,@JoeBiden @racouncil @BarackObama Then why are YOU politicizing it?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1944,covfefeLane,@JoeBiden @BarackObama https://t.co/tbtMTmssnB,"Sentiment(polarity=0.0, subjectivity=0.0)"
1945,dan79765213,@JoeBiden @BarackObama Hear the one about 2 clowns 🤡 in a room?  One never voted while into the senate and the other is an out right racist.,"Sentiment(polarity=0.08035714285714285, subjectivity=0.45535714285714285)"
1946,covfefeLane,@JoeBiden @BarackObama https://t.co/7xIQPH8PGb,"Sentiment(polarity=0.0, subjectivity=0.0)"
1947,AbeHinterland,"@JoeBiden @WWoodUK @BarackObama poor guy can hardly even speak. biden needs to avoid debating trump at all costs, a… https://t.co/r57nvdcde6","Sentiment(polarity=-0.3458333333333333, subjectivity=0.5708333333333333)"
1948,covfefeLane,@JoeBiden @BarackObama https://t.co/PG4e2XvmiA,"Sentiment(polarity=0.0, subjectivity=0.0)"
1949,ccollins43,@JoeBiden @BarackObama Assure everyone can vote.    Use the same infrastructure we use for IRS TAXES.   All citizen… https://t.co/WV8OR2VsoZ,"Sentiment(polarity=0.0, subjectivity=0.125)"
1950,dianab1965,"@JoeBiden @BarackObama Are you going to spend $65,000 on pizza and hotdogs for a private party at the White House i… https://t.co/GLfjME3BJi","Sentiment(polarity=0.0, subjectivity=0.1875)"
1951,Lucas_Barbosa45,@JoeBiden @BarackObama @SaveVidBot,"Sentiment(polarity=0.0, subjectivity=0.0)"
1952,FarhanAries007,@JoeBiden @BarackObama BREAKING: US economic contraction of 32.9% is the worst on record,"Sentiment(polarity=-0.4, subjectivity=0.6)"
1953,BeenIn57States,@JoeBiden @BarackObama Did somebody have to dial the number for you Dementia Joe? Did you lick the phone thinking i… https://t.co/HXV3BcKhrM,"Sentiment(polarity=0.0, subjectivity=0.0)"
1954,buckeybuc,@JoeBiden @BarackObama Why doesn’t anyone talk about this Americans life https://t.co/BKMTgvGa8K,"Sentiment(polarity=0.0, subjectivity=0.0)"
1955,JustWorking4,@JoeBiden @BarackObama Tara Reade is the face of the MeToo Movement and your good old boy network trashed it.  Shame on you,"Sentiment(polarity=0.39999999999999997, subjectivity=0.4)"
1956,ZwevendeKieze13,"@JoeBiden @BarackObama I'll vote for @realDonaldTrump and not for @joeBiden, because I prefer disaster to catastrophe.","Sentiment(polarity=0.0, subjectivity=0.0)"
1957,trumpet19209450,"@JoeBiden @BarackObama That was the most disgusting thing I have ever seen , shame on you Biden and Osama . #TRUMP2020","Sentiment(polarity=-0.25, subjectivity=0.75)"
1958,chick_right,@JoeBiden @BarackObama JOE DIDNT WRITE THIS HE HAS DEMENTIA. Joe is married to Joe. https://t.co/iE6PlizXwa,"Sentiment(polarity=0.25, subjectivity=0.25)"
1959,buckeybuc,@JoeBiden @BarackObama https://t.co/GrciyVx907,"Sentiment(polarity=0.0, subjectivity=0.0)"
1960,IanPanchevre,@JoeBiden @BarackObama It’s a great video but I thought Joe was running for President? He can’t let #44 dominate th… https://t.co/JQBFOMF6ku,"Sentiment(polarity=0.8, subjectivity=0.75)"
1961,shelleycooper56,@JoeBiden @BarackObama I love these clips !! You guys are so human and straight up having conversations.   Thank you,"Sentiment(polarity=0.32708333333333334, subjectivity=0.3666666666666667)"
1962,RJBurke10,@JoeBiden @BarackObama Omg ! I miss compassionate leadership!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1963,mcconnell_paul,@JoeBiden @BarackObama https://t.co/awaTNGijTw,"Sentiment(polarity=0.0, subjectivity=0.0)"
1964,Swift9013,@JoeBiden @BarackObama Stop living in the past and do a debate on the future.,"Sentiment(polarity=-0.125, subjectivity=0.1875)"
1965,LeDeplorables,@JoeBiden @BarackObama It’s crazy I can’t see the strings Obama is using to move that puppets mouth and arm.,"Sentiment(polarity=-0.6, subjectivity=0.9)"
1966,wlmorgan,@JoeBiden @BarackObama This is great! Why didn't we see this coming? Can Trump be held accountable? #VoteJoeBidenToSaveAmerica,"Sentiment(polarity=1.0, subjectivity=0.75)"
1967,billg5050,"@JoeBiden @BarackObama Hello Beth, this is Sleepy Joe.   Of course we can have taxpayers pay you not to work. Just… https://t.co/Nzi3EBXrHi","Sentiment(polarity=0.0, subjectivity=0.0)"
1968,Cynthia45406522,@JoeBiden @BarackObama Great job,"Sentiment(polarity=0.8, subjectivity=0.75)"
1969,RobertaAmerson,"@JoeBiden @BarackObama Usually I shed tears for what this thing Trump is doing to America,the military program is a… https://t.co/NvhOwho7Zv","Sentiment(polarity=-0.175, subjectivity=0.175)"
1970,bakhtiar_sam,@JoeBiden @BarackObama https://t.co/MtoLerLkVV,"Sentiment(polarity=0.0, subjectivity=0.0)"
1971,Ricardo68904449,@JoeBiden @BarackObama BARRY Obama was a common criminal.,"Sentiment(polarity=-0.35, subjectivity=0.525)"
1972,kghadaway,@JoeBiden @BarackObama Whose running for President Biden or Obama???? Biden didn’t say a word! Whose going to do hi… https://t.co/FzrEDmLwl8,"Sentiment(polarity=0.0, subjectivity=0.0)"
1973,chillywilly1954,"@JoeBiden @BarackObama God bless you, Joe.  And God bless President Obama for showing us what a real President of the United States is.","Sentiment(polarity=0.2, subjectivity=0.30000000000000004)"
1974,Danrenewed,@JoeBiden @BarackObama But....Obama isn't running. That old white guy from the nursing home is. Obama will be stayi… https://t.co/qMVv4aF5J1,"Sentiment(polarity=0.05, subjectivity=0.1)"
1975,monica9691,"@JoeBiden @BarackObama open schools, no excuse!","Sentiment(polarity=0.015625, subjectivity=0.275)"
1976,verlinab61,@JoeBiden @BarackObama Online schooling. No waiver in the world will bring them back and not all risks should be ac… https://t.co/1RC3rwODmd,"Sentiment(polarity=0.0, subjectivity=0.0)"
1977,katdoug6,@JoeBiden @BarackObama I'm not jealous.  Honestly!🤣 We need Joe!! 💙🌊💙,"Sentiment(polarity=0.0, subjectivity=0.0)"
1978,TheTruthChanne5,@JoeBiden @BarackObama And everyone said Trump was going to turn the Presidency into a Reality TV show. Barack Obam… https://t.co/QmD2S4pJds,"Sentiment(polarity=0.0, subjectivity=0.0)"
1979,goingsurfing12,@JoeBiden @BarackObama How can we expect you to run this country and deal with our adversaries when you won’t even… https://t.co/trrMvauHBb,"Sentiment(polarity=0.0, subjectivity=0.0)"
1980,jpuchir,@JoeBiden @BarackObama This actually comforted me and I haven’t felt comforted in a very long time.,"Sentiment(polarity=-0.0325, subjectivity=0.31)"
1981,kenneth14293566,@JoeBiden @BarackObama Joe Biden and you not going to do anything now ex-president Obama you are a joke my wife tel… https://t.co/tmARDj1fDz,"Sentiment(polarity=0.0, subjectivity=0.0)"
1982,SamSanderson123,@JoeBiden @BarackObama Cut Chris Dodd loose ... he's stepping on your message.   Most women support Kamala as your… https://t.co/Li6aXj5B2P,"Sentiment(polarity=0.21153846153846154, subjectivity=0.3846153846153846)"
1983,boxing_we,"@JoeBiden @BarackObama Trump has been a total disaster. His incompetence is the reason we have 150,000 people dead… https://t.co/CF7sjYVEZZ","Sentiment(polarity=0.0, subjectivity=0.75)"
1984,adamfra90421255,"@JoeBiden @BarackObama Joe, you don't have to do this.","Sentiment(polarity=0.0, subjectivity=0.0)"
1985,Giovine5,@JoeBiden @BarackObama Nobody cares about you or your criminal friend !!! https://t.co/0tDEQduozQ,"Sentiment(polarity=-0.78125, subjectivity=0.55)"
1986,therealdanas,@JoeBiden @BarackObama https://t.co/q25nPwJ1sT,"Sentiment(polarity=0.0, subjectivity=0.0)"
1987,Theycalmebruce,"@JoeBiden @BarackObama Does anyone not see it? ""There were boundaries you did not politicize,"" @BarackObama. Really… https://t.co/LzPdCFrqQ9","Sentiment(polarity=0.0, subjectivity=0.0)"
1988,RichardVassar1,@JoeBiden @BarackObama Lucky educator to have a President  and Future President give you a call!,"Sentiment(polarity=0.16666666666666666, subjectivity=0.4791666666666667)"
1989,williamAntonet1,"@JoeBiden @BarackObama Am sorry, but I blame Democrats for all of trump’s actions, they don’t have the backbone to… https://t.co/79G5BZqQ7D","Sentiment(polarity=-0.5, subjectivity=1.0)"
1990,kmng1069,@JoeBiden @BarackObama You’re disgusting you’re both disgusting humans. Joe Biden you’ve been in politics for over… https://t.co/gSWDGZWq0H,"Sentiment(polarity=-1.0, subjectivity=1.0)"
1991,CLiPiCs,"@JoeBiden @BarackObama Not just the USA, the WORLD needs Joe","Sentiment(polarity=0.0, subjectivity=0.0)"
1992,SusanGiuliani8,@JoeBiden @BarackObama VP Kamala Harris🙏,"Sentiment(polarity=0.0, subjectivity=0.0)"
1993,Abubaka40049315,@JoeBiden @BarackObama @JoeBiden &amp; @BarackObama have really taken voters for granted. What’s funny is that you two… https://t.co/v03Tvovl05,"Sentiment(polarity=0.225, subjectivity=0.6)"
1994,NAdiffrence,@JoeBiden @BarackObama I’m confused. Is Obama running again? Or is it impossible for Biden do anything himself.,"Sentiment(polarity=-0.5333333333333333, subjectivity=0.85)"
1995,SisterSoulstice,@JoeBiden @BarackObama 6 years ago i might have teared up now watching this fills me with rage fu you 2 traitors,"Sentiment(polarity=0.0, subjectivity=0.0)"
1996,PetersburgRenee,@JoeBiden @BarackObama I am proud mother of a teacher.  He saw first hand damage caused by remote learning.  Our ch… https://t.co/dwR9zpw5rW,"Sentiment(polarity=0.3166666666666667, subjectivity=0.5111111111111111)"
1997,TheDrkalki,@JoeBiden @BarackObama Jai Ho,"Sentiment(polarity=0.0, subjectivity=0.0)"
1998,DaveMoose2,@JoeBiden @BarackObama Neither of them answered the question! Hahahaha! What a couple of turds!,"Sentiment(polarity=0.3125, subjectivity=0.5)"
1999,Johnant69994089,@JoeBiden @BarackObama More importantly who’s his VP? https://t.co/3t9UPvcdyR,"Sentiment(polarity=0.45, subjectivity=0.75)"
2000,AineLAFDwifey,"@JoeBiden @BarackObama I’m a teacher, we need someone in the White House who cares about education. @BetsyDeVosED h… https://t.co/V8X7KRt5FA","Sentiment(polarity=0.0, subjectivity=0.0)"
2001,mdeb61,"@JoeBiden @BarackObama This teacher says ""thank you"" to both of you!","Sentiment(polarity=0.0, subjectivity=0.0)"
2002,clouden_patrick,@JoeBiden @BarackObama https://t.co/A52sztCaFn,"Sentiment(polarity=0.0, subjectivity=0.0)"
2003,MurchDave,@JoeBiden @BarackObama Every time I watch a Biden add like this it makes me smile and with Obama in it makes it eve… https://t.co/OSGdnuc9VP,"Sentiment(polarity=0.3, subjectivity=0.1)"
2004,JASONMCNAB,@JoeBiden @BarackObama Oh look a Union democRAT propagandist that pushes Marxist Howard Zinn bullshit.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2005,Virgini51435898,@JoeBiden @BarackObama WHAT A CLASS ACT OF A PAST PRESIDENT AND VICE PRESIDENT OF 8 YEARS WHO GENERALLY CARE DEEPLY… https://t.co/bjUlnOJTFS,"Sentiment(polarity=-0.09999999999999999, subjectivity=0.375)"
2006,liberalshateus,"@JoeBiden @BarackObama Hey @Twitter, why is it that every time I open this app, the very first tweet I see is sleep… https://t.co/dBtvfbtExh","Sentiment(polarity=0.1625, subjectivity=0.4666666666666667)"
2007,ezemcgee,@JoeBiden @BarackObama You are Republican Lite. We are sick of this old fashioned government. Get out.,"Sentiment(polarity=-0.30714285714285716, subjectivity=0.5285714285714286)"
2008,pfflyers12,@JoeBiden @BarackObama Omg,"Sentiment(polarity=0.0, subjectivity=0.0)"
2009,BilboT33baGins,@JoeBiden @BarackObama https://t.co/3VNUersalE,"Sentiment(polarity=0.0, subjectivity=0.0)"
2010,duchess_IrwinLk,@JoeBiden @BarackObama Only teachers are not going back because of the unions list of demands unrelated to safety o… https://t.co/VSUYzoHqao,"Sentiment(polarity=0.0, subjectivity=0.5)"
2011,curious2see2day,"@JoeBiden @BarackObama What is your plan for dealing with the children being murdered in the streets, the neighborh… https://t.co/KvyGYjQvi5","Sentiment(polarity=0.0, subjectivity=0.0)"
2012,circa76slf,@JoeBiden @BarackObama Have Obama stop doing all the talking. We are here to see Bidens leadership,"Sentiment(polarity=0.0, subjectivity=0.0)"
2013,MichiganTaxes,@JoeBiden @BarackObama You're nothing without @BarackObama.  Don't forget it  Without being a lickspittle lackey to… https://t.co/g8nppGhypM,"Sentiment(polarity=0.0, subjectivity=0.0)"
2014,EbBahram,"@JoeBiden @BarackObama Curse this holy ignorance, deceiving people is a part of your holy ignorance.","Sentiment(polarity=0.0, subjectivity=0.0)"
2015,gmouw_,@JoeBiden @BarackObama Really riding those coat tails pretty hard @JoeBiden,"Sentiment(polarity=0.05277777777777778, subjectivity=0.5805555555555556)"
2016,caudill2888,"@JoeBiden @BarackObama Lol, Joe you've been I. Washington since the mid 70's &amp; tell me one thing you have done in 4… https://t.co/xEiGpWzHfr","Sentiment(polarity=0.4, subjectivity=0.35)"
2017,bj_mckay_bear,@JoeBiden @BarackObama And the father of a crack head.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2018,A_RoomWithAView,@JoeBiden @BarackObama Eliminate student debt.   Medicare for all.   GND.  Stop pretending you care. You do NOT.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2019,Bill_nova2,"@JoeBiden @BarackObama When you are a weak candidate with a lack of support and accomplishments, lean on previous p… https://t.co/0PH0JqJDbF","Sentiment(polarity=-0.2708333333333333, subjectivity=0.3958333333333333)"
2020,johnnybui2020,@JoeBiden @BarackObama Working 9 months out of the year isn’t hard. The only thing easier is working the 3 months a… https://t.co/ZREySTLq2c,"Sentiment(polarity=-0.14583333333333334, subjectivity=0.7708333333333333)"
2021,stephen_of_borg,@JoeBiden @BarackObama https://t.co/zxgexS5r4P,"Sentiment(polarity=0.0, subjectivity=0.0)"
2022,JamesCl26743377,@JoeBiden @BarackObama This is a total staged call what a scam! These 2 guy’s are crooks from the word go!,"Sentiment(polarity=0.0, subjectivity=0.75)"
2023,MichaelYacko5,@JoeBiden @BarackObama Obama The Most Corrupt Non President Ever,"Sentiment(polarity=0.0, subjectivity=0.75)"
2024,HarifHerbie,"@JoeBiden @BarackObama Just wondering how many grocery store workers have you called who keep food on shelves,truck… https://t.co/VVQyhYEfgM","Sentiment(polarity=0.5, subjectivity=0.5)"
2025,Mindbridge,"@JoeBiden @BarackObama Nice, guys.","Sentiment(polarity=0.6, subjectivity=1.0)"
2026,kim20drain,@JoeBiden @BarackObama Confused as to why Biden has to have Obama doing his  campaigning and talking to voters. Wha… https://t.co/8fMFjEMsrW,"Sentiment(polarity=-0.4, subjectivity=0.7)"
2027,MADEINU34619194,"@JoeBiden @BarackObama Meanwhile, Biden be like... https://t.co/nwLdtqTAW2","Sentiment(polarity=0.0, subjectivity=0.0)"
2028,loladeantonia26,@JoeBiden @BarackObama Obama led the most corrupt admin in the history of America! He weaponized our intel agencies… https://t.co/2eJJSOifbB,"Sentiment(polarity=-0.0625, subjectivity=0.75)"
2029,RobertS64534727,@JoeBiden @BarackObama Teachers Union much?? #dementiajoe #obamagate,"Sentiment(polarity=0.2, subjectivity=0.2)"
2030,LavineKAG,"@JoeBiden @BarackObama Ugh. The cheesiest, poorest quality, fake AF ad I’ve ever seen. And the conference phone mag… https://t.co/2Vhq5rf3X1","Sentiment(polarity=-0.45, subjectivity=0.75)"
2031,gregchapman23,"@JoeBiden @BarackObama Joe Biden,”I’m the proud husband of ugh ugh you know the thing.”","Sentiment(polarity=0.8, subjectivity=1.0)"
2032,plainsimpletrth,@JoeBiden @BarackObama Where in the world is Perez? He is the biggest loser the Dems have ever had! Name one single… https://t.co/fsZFWYl2Eh,"Sentiment(polarity=0.0, subjectivity=0.0)"
2033,vonpilk,@JoeBiden @BarackObama Go get em Joe. At 71 years old I have never seen such lack of leadership in this country. Yo… https://t.co/ROCpZZLdK0,"Sentiment(polarity=0.05, subjectivity=0.35)"
2034,JohnDoe52680131,@JoeBiden @BarackObama Staged.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2035,MicahInLex,@JoeBiden @BarackObama Oh my goodness!! A war criminal and the guy responsible for unfathomable amounts of unjust b… https://t.co/uAaaufoOXr,"Sentiment(polarity=-0.1, subjectivity=0.55)"
2036,fl_trump2020,@JoeBiden @BarackObama Meanwhile back in Ukraine and those criminal indictments...,"Sentiment(polarity=-0.2, subjectivity=0.275)"
2037,Max11089,@JoeBiden @BarackObama The black community is overly represented in covid deaths.   The democrats and big tech are… https://t.co/9BdXVBJGrp,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.26666666666666666)"
2038,mrTTTT2U,@JoeBiden @BarackObama https://t.co/r4Xbf5Czax,"Sentiment(polarity=0.0, subjectivity=0.0)"
2039,JohnDoe52680131,"@JoeBiden @BarackObama Going after the teacher vote now with the patronizing, grandfather vibe. After least you can… https://t.co/uGrSgUs9lS","Sentiment(polarity=-0.3, subjectivity=0.4)"
2040,kickass_sushi,@JoeBiden @BarackObama https://t.co/in7AF4ZQ21,"Sentiment(polarity=0.0, subjectivity=0.0)"
2041,twt2023,@JoeBiden @BarackObama These two idiots are the most corrupt people in politics.  Together for 8 years they did not… https://t.co/QYo1CoJNjZ,"Sentiment(polarity=-0.26666666666666666, subjectivity=0.7666666666666666)"
2042,Linda_Ruth1,"@JoeBiden @BarackObama This is awesome, but my question to you is such: both of you saw this entire russian thing h… https://t.co/7gvzTfQydf","Sentiment(polarity=0.25, subjectivity=0.53125)"
2043,OriginalChele,@JoeBiden @BarackObama That's how leaders do it,"Sentiment(polarity=0.0, subjectivity=0.0)"
2044,lizag63200698,@JoeBiden @BarackObama Of course teachers don’t want to go back to work they get paid for sitting home,"Sentiment(polarity=0.0, subjectivity=0.0)"
2045,hopingamerica,@JoeBiden @BarackObama Joe Biden says: “I think we should teach the Islamic religion in our schools.” Take God out… https://t.co/UcXoOQoIax,"Sentiment(polarity=0.0, subjectivity=0.0)"
2046,Jenoir4,@JoeBiden @BarackObama They know how to listen.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2047,baby_no13,"@JoeBiden @BarackObama Damn I miss having an intelligent, compassionate President","Sentiment(polarity=0.8, subjectivity=0.9)"
2048,jackson87874824,"@JoeBiden @BarackObama THESE GUYS ARE SO PHONY. ONE IS BEING INVESTIGATED IN THE UKRAINE, AND THE OTHER IN THE US.… https://t.co/NPSOtyWSTr","Sentiment(polarity=-0.125, subjectivity=0.375)"
2049,BellBudd,@JoeBiden @BarackObama Joe nodding off while Obummer panders to “teachers” 🙄 Pathetic 🙄🙄,"Sentiment(polarity=-1.0, subjectivity=1.0)"
2050,JoeSher19633640,"@JoeBiden @BarackObama Educators (Actual teachers were driven out years ago, hence 27th in the world in math, scien… https://t.co/iSSmKvDXjl","Sentiment(polarity=0.0, subjectivity=0.1)"
2051,Mamaof212154947,@JoeBiden @BarackObama https://t.co/dtuRYbNRy3,"Sentiment(polarity=0.0, subjectivity=0.0)"
2052,KathyKraeuter,"@JoeBiden @BarackObama Hey, you're also a proud father and grandfather, right? #WheresHunter ? https://t.co/BqUR6bxRwF","Sentiment(polarity=0.5428571428571429, subjectivity=0.7678571428571428)"
2053,Indyman10,@JoeBiden @BarackObama OH please please let Trump leave the White House.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2054,nlanese128,@JoeBiden @BarackObama Bozo will NOT help you win Dementia!,"Sentiment(polarity=1.0, subjectivity=0.4)"
2055,Sunny86364844,"@JoeBiden @BarackObama Joe, I've heard of a few instances of PPE confiscation by the Fed. govt. like the one below… https://t.co/zyg6Ml5Q68","Sentiment(polarity=-0.2, subjectivity=0.1)"
2056,karensu56983311,@JoeBiden @BarackObama You can’t call her on your own?,"Sentiment(polarity=0.6, subjectivity=1.0)"
2057,ckcflorida1,@JoeBiden @BarackObama https://t.co/Q3YRQOr219,"Sentiment(polarity=0.0, subjectivity=0.0)"
2058,JenniferEdward,@JoeBiden @BarackObama Can we push Election Day up to now?? I can’t waif to get @JoeBiden in the Oval Office. We ha… https://t.co/NJUidKXx0t,"Sentiment(polarity=0.0, subjectivity=0.0)"
2059,GrahamKincaid1,"@JoeBiden @BarackObama Sorry. I'm voting third party, bro.","Sentiment(polarity=-0.25, subjectivity=0.5)"
2060,csummer94634016,@JoeBiden @BarackObama . I would definitely have let it go to voicemail... 😐 .,"Sentiment(polarity=0.0, subjectivity=0.5)"
2061,SeenThisB4,@JoeBiden @BarackObama The FACTS are more children have died from automobile accidents than have died from COVID-19… https://t.co/LmXEtEa7VI,"Sentiment(polarity=0.5, subjectivity=0.5)"
2062,Scclod1,@JoeBiden @BarackObama Staged and fake,"Sentiment(polarity=-0.5, subjectivity=1.0)"
2063,RadicalBernie,"@JoeBiden @BarackObama I can't believe people still fall for this kind of shit!  POLITICIANS ARE ACTORS, YOU MORONS… https://t.co/aiVIfFlAEY","Sentiment(polarity=0.175, subjectivity=0.8500000000000001)"
2064,osrs_014,"@JoeBiden @BarackObama Biden can’t even speak for himself, all these Barack and I videos, where it’s only Obama tal… https://t.co/MeoAZPSZvN","Sentiment(polarity=0.0, subjectivity=1.0)"
2065,danielM74002318,@JoeBiden @BarackObama 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,"Sentiment(polarity=0.0, subjectivity=0.0)"
2066,Winners786,"@JoeBiden @BarackObama So proud of my next amazing president  Love to see a good leader who give respect to woman , thank you Joe","Sentiment(polarity=0.52, subjectivity=0.62)"
2067,rmonkeyhouseya1,@JoeBiden @BarackObama Kids will be okay if they do the home schooling thing as long as they need. Kids are flexibl… https://t.co/XyEsZVbyVJ,"Sentiment(polarity=0.225, subjectivity=0.45)"
2068,Reed0012,@JoeBiden @BarackObama Joe I'm begging you let me out yo basement,"Sentiment(polarity=0.0, subjectivity=0.0)"
2069,zembrewer,@JoeBiden @BarackObama The young people of today will not tolerate the bullshit my generation did. Numbered are the… https://t.co/UfJmSrdgux,"Sentiment(polarity=0.1, subjectivity=0.4)"
2070,davidosull,"@JoeBiden @BarackObama Consistancy is @realDonaldTrump best never trait. Apologies for a negative comment, but let’… https://t.co/qjhswnT8J8","Sentiment(polarity=0.35, subjectivity=0.35)"
2071,ericgaub,@JoeBiden @BarackObama https://t.co/wefQiv3ZQE,"Sentiment(polarity=0.0, subjectivity=0.0)"
2072,PennPopPop,@JoeBiden @BarackObama #racistsleepyjoe,"Sentiment(polarity=0.0, subjectivity=0.0)"
2073,Hierophant33,@JoeBiden @BarackObama https://t.co/xTkydUirMs,"Sentiment(polarity=0.0, subjectivity=0.0)"
2074,royalmusing,@JoeBiden @BarackObama Thank. You.   #Biden2020,"Sentiment(polarity=0.0, subjectivity=0.0)"
2075,FrankOr35980524,@JoeBiden @BarackObama We should not politicize public healthDems and bothof you have been blaming Trump for thisvi… https://t.co/U1h0hDNJ5P,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
2076,kushal232323,@JoeBiden @angie_keathly @BarackObama I will be voting for Joe Biden. https://t.co/rl6CdEiKIO,"Sentiment(polarity=0.0, subjectivity=0.0)"
2077,billynomates___,@JoeBiden @BarackObama Obama and Biden never politicize public health https://t.co/XZAZu81DAg,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
2078,JimmyMadson,@JoeBiden @BarackObama https://t.co/A5LvvoqC3V,"Sentiment(polarity=0.0, subjectivity=0.0)"
2079,gary_oldskool,@JoeBiden @BarackObama https://t.co/G6xH40yOmn,"Sentiment(polarity=0.0, subjectivity=0.0)"
2080,DCccIrish,@JoeBiden @BarackObama Probably not a good call.  Did your wife supply some of her students? https://t.co/PuWBp1qtvI,"Sentiment(polarity=-0.35, subjectivity=0.6000000000000001)"
